record_id,domain,clean_text,component,failure_type,cluster_id
000684,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000685,interior,Door lock on the rear right door clicks repeatedly when locking.,door lock,,58
000686,interior,"Trunk latch fails to release using the key fob, only manual opening works.",trunk latch,,18
000687,interior,The leather on the steering wheel is peeling after only 26 months.,steering wheel,peeling,42
000688,interior,Air conditioning blows warm air on the driver side even when set to cold.,air conditioning,,45
000689,interior,The leather on the steering wheel is peeling after only 8 months.,steering wheel,peeling,42
000690,interior,Seat ventilation makes a high-pitched whining noise.,seat ventilation,noise,59
000691,interior,The leather on the steering wheel is peeling after only 17 months.,steering wheel,peeling,42
000692,interior,Sun visor on the driver side hangs loose and will not stay up.,sun visor,loose,47
000693,interior,Cup holder in the center console is cracked and no longer holds bottles securely.,cup holder,cracked,5
000694,interior,AIR CONDITIONING BLOWS WARM AIR ON THE DRIVER SIDE EVEN WHEN SET TO COLD.,air conditioning,,45
000695,interior,Reading light over the rear seat does not turn on at all. more info:,reading light,,52
000696,interior,"The driver seat heater stopped working after 22 months, only the passenger side gets warm.",driver seat,,44
000697,interior,Reading light over the rear seat does not turn on at all.,reading light,,52
000698,interior,Dashboard creaks loudly especially in cold weather.,dashboard,,7
000699,interior,Floor mat on the driver side keeps sliding forward and blocking the pedals.,floor mat,,56
000700,powertrain,EV battery range dropped 20 percent in the last month with no driving change.,ev battery,,-1
000701,powertrain,Transmission shifts hard between 2nd and 3rd gear when cold.,transmission,shifts hard,3
000702,powertrain,"Fuel injector clicking sound from cylinder 6, hesitation under load.",fuel injector,hesitation,-1
000703,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000704,powertrain,Oil leak from the valve cover gasket dripping onto the exhaust manifold.,exhaust,oil leak,-1
000705,powertrain,Elektromotor macht ein kratzendes Geraeusch beim Beschleunigen.,,,-1
000706,powertrain,Charging port cover will not close properly after fast charging.,charging port,,41
000707,powertrain,ADBLUE WARNING KEEPS APPEARING EVEN AFTER A FULL REFILL.,,,-1
000708,powertrain,Charging port cover will not close properly after fast charging.,charging port,,41
000709,powertrain,"Motor geht im Leerlauf aus, besonders wenn die Klimaanlage laeuft.",,,25
000710,powertrain,Charging port cover will not close properly after fast charging.,charging port,,41
000711,powertrain,"Dieselpartikelfilter-Regeneration schlaegt fehl, Warnmeldung verschwindet nicht.",,,20
000712,powertrain,AdBlue warning keeps appearing even after a full refill.,,,-1
000713,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000714,powertrain,REICHWEITE DER EV-BATTERIE UM 24 PROZENT GESUNKEN IM LETZTEN MONAT OHNE FAHRAENDERUNG.,,,23
000715,powertrain,Reichweite der EV-Batterie um 15 Prozent gesunken im letzten Monat ohne Fahraenderung.,,,23
000716,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000717,powertrain,"Batterie ist ueber Nacht leer, musste diese Woche dreimal ueberbruecken.",,,2
000718,powertrain,"ENGINE STALLS AT IDLE WHEN THE AC IS ON, ESPECIALLY IN TRAFFIC.",engine,stalls,6
000719,powertrain,ELEKTROMOTOR MACHT EIN KRATZENDES GERAEUSCH BEIM BESCHLEUNIGEN.,,,-1
000720,powertrain,"Batterie ist ueber Nacht leer, musste diese Woche dreimal ueberbruecken.",,,2
000721,powertrain,EV battery range dropped 13 percent in the last month with no driving change.,ev battery,,-1
000722,powertrain,Transmission shifts hard between 2nd and 3rd gear when cold.,transmission,shifts hard,3
000723,powertrain,Check engine light comes on intermittently with code P0171.,engine,check engine,-1
000724,powertrain,AdBlue-Warnung bleibt auch nach vollstaendiger Befuellung bestehen.,,,38
000725,powertrain,"Spark plug misfire on cylinder 1, engine runs rough.",spark plug,misfire,39
000726,powertrain,"Diesel particulate filter regeneration fails, warning message persists.",diesel particulate filter,,-1
000727,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000728,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000729,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000730,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000731,powertrain,Turbocharger whistling noise getting louder over the past 8 weeks.,turbocharger,noise,-1
000732,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0455.,,,43
000733,powertrain,Electric motor produces a grinding noise during acceleration.,electric motor,grinding,-1
000734,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000735,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000736,powertrain,"Motor geht im Leerlauf aus, besonders wenn die Klimaanlage laeuft.",,,25
000737,powertrain,"Motor geht im Leerlauf aus, besonders wenn die Klimaanlage laeuft.",,,25
000738,powertrain,Oil leak from the valve cover gasket dripping onto the exhaust manifold.,exhaust,oil leak,-1
000739,powertrain,AdBlue warning keeps appearing even after a full refill. more info:,,,-1
000740,powertrain,Check engine light comes on intermittently with code P0171.,engine,check engine,-1
000741,powertrain,Electric motor produces a grinding noise during acceleration. VIN: <VIN>,electric motor,grinding,-1
000742,powertrain,"Spark plug misfire on cylinder 4, engine runs rough.",spark plug,misfire,39
000743,powertrain,"Battery dies overnight, had to jump start three times this week.",battery,,-1
000744,powertrain,Turbolader pfeift seit 5 Wochen immer lauter.,,,26
000745,powertrain,Check engine light comes on intermittently with code P0420.,engine,check engine,-1
000746,powertrain,AdBlue-Warnung bleibt auch nach vollstaendiger Befuellung bestehen.,,,38
000747,powertrain,"Kuehlmittelleck unter dem Motorraum, ungefaehr ein Liter pro Woche Verlust. !!! please fix this asap",,,12
000748,powertrain,"DIESELPARTIKELFILTER-REGENERATION SCHLAEGT FEHL, WARNMELDUNG VERSCHWINDET NICHT.",,,20
000749,powertrain,EV battery range dropped 29 percent in the last month with no driving change.,ev battery,,-1
000750,powertrain,"Alternator failed at 49k km, dashboard lights all flickered before stalling.",alternator,,-1
000751,powertrain,"Batterie ist ueber Nacht leer, musste diese Woche dreimal ueberbruecken.",,,2
000752,powertrain,AdBlue warning keeps appearing even after a full refill.,,,-1
000753,powertrain,"Diesel particulate filter regeneration fails, warning message persists.",diesel particulate filter,,-1
000754,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0420.,,,43
000755,powertrain,Check engine light comes on intermittently with code P0128.,engine,check engine,-1
000756,powertrain,Oil leak from the valve cover gasket dripping onto the exhaust manifold.,exhaust,oil leak,-1
000757,powertrain,Turbolader pfeift seit 9 Wochen immer lauter.,,,26
000758,powertrain,"Batterie ist ueber Nacht leer, musste diese Woche dreimal ueberbruecken.",,,2
000759,powertrain,"Batterie ist ueber Nacht leer, musste diese Woche dreimal ueberbruecken.",,,2
000760,powertrain,Elektromotor macht ein kratzendes Geraeusch beim Beschleunigen.,,,-1
000761,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000762,powertrain,Transmission shifts hard between 2nd and 3rd gear when cold.,transmission,shifts hard,3
000763,powertrain,Reichweite der EV-Batterie um 32 Prozent gesunken im letzten Monat ohne Fahraenderung.,,,23
000764,powertrain,"Fuel injector clicking sound from cylinder 7, hesitation under load. VIN: <VIN>",fuel injector,hesitation,-1
000765,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000766,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000767,powertrain,AdBlue warning keeps appearing even after a full refill.,,,-1
000768,powertrain,EV battery range dropped 25 percent in the last month with no driving change.,ev battery,,-1
000769,powertrain,"Batterie ist ueber Nacht leer, musste diese Woche dreimal ueberbruecken.",,,2
000770,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0455.,,,43
000771,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000772,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000773,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0128.,,,43
000774,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0455.,,,43
000775,powertrain,"Coolant leak under the engine bay, losing about a liter per week. VIN: <VIN>",engine,coolant leak,27
000776,powertrain,Transmission shifts hard between 2nd and 3rd gear when cold.,transmission,shifts hard,3
000777,powertrain,Check engine light comes on intermittently with code P0455.,engine,check engine,-1
000778,powertrain,Check engine light comes on intermittently with code P0455. contact me at <EMAIL>,engine,check engine,-1
000779,powertrain,Reichweite der EV-Batterie um 26 Prozent gesunken im letzten Monat ohne Fahraenderung.,,,23
000780,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0171.,,,43
000781,powertrain,Turbolader pfeift seit 7 Wochen immer lauter. !!! please fix this asap,,,26
000782,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000783,powertrain,Charging port cover will not close properly after fast charging.,charging port,,41
000784,powertrain,"Dieselpartikelfilter-Regeneration schlaegt fehl, Warnmeldung verschwindet nicht. !!! please fix this asap",,,20
000785,powertrain,AdBlue-Warnung bleibt auch nach vollstaendiger Befuellung bestehen.,,,38
000786,powertrain,Oil leak from the valve cover gasket dripping onto the exhaust manifold.,exhaust,oil leak,-1
000787,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000788,powertrain,Electric motor produces a grinding noise during acceleration. contact me at <EMAIL>,electric motor,grinding,-1
000789,powertrain,"Motor geht im Leerlauf aus, besonders wenn die Klimaanlage laeuft.",,,25
000790,powertrain,"Motor geht im Leerlauf aus, besonders wenn die Klimaanlage laeuft.",,,25
000791,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000792,powertrain,AdBlue-Warnung bleibt auch nach vollstaendiger Befuellung bestehen.,,,38
000793,powertrain,Oil leak from the valve cover gasket dripping onto the exhaust manifold. !!! please fix this asap,exhaust,oil leak,-1
000794,powertrain,"Alternator failed at 153k km, dashboard lights all flickered before stalling. contact me at <EMAIL>",alternator,,-1
000795,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000796,powertrain,Charging port cover will not close properly after fast charging.,charging port,,41
000797,powertrain,"Battery dies overnight, had to jump start three times this week.",battery,,-1
000798,powertrain,"Battery dies overnight, had to jump start three times this week.",battery,,-1
000799,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0171.,,,43
000800,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000801,powertrain,Electric motor produces a grinding noise during acceleration.,electric motor,grinding,-1
000802,powertrain,Charging port cover will not close properly after fast charging.,charging port,,41
000803,powertrain,Turbolader pfeift seit 10 Wochen immer lauter.,,,26
000804,powertrain,Turbocharger whistling noise getting louder over the past 2 weeks.,turbocharger,noise,-1
000805,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000806,powertrain,"Battery dies overnight, had to jump start three times this week.",battery,,-1
000807,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000808,powertrain,ELEKTROMOTOR MACHT EIN KRATZENDES GERAEUSCH BEIM BESCHLEUNIGEN.,,,-1
000809,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000810,powertrain,"Kuehlmittelleck unter dem Motorraum, ungefaehr ein Liter pro Woche Verlust.",,,12
000811,powertrain,"Spark plug misfire on cylinder 5, engine runs rough.",spark plug,misfire,39
000812,powertrain,"Battery dies overnight, had to jump start three times this week.",battery,,-1
000813,powertrain,AdBlue-Warnung bleibt auch nach vollstaendiger Befuellung bestehen. contact me at <EMAIL>,,,38
000814,powertrain,Turbolader pfeift seit 5 Wochen immer lauter.,,,26
000815,powertrain,Reichweite der EV-Batterie um 25 Prozent gesunken im letzten Monat ohne Fahraenderung. !!! please fix this asap,,,23
000816,powertrain,"Alternator failed at 73k km, dashboard lights all flickered before stalling. !!! please fix this asap",alternator,,-1
000817,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000818,powertrain,AdBlue-Warnung bleibt auch nach vollstaendiger Befuellung bestehen.,,,38
000819,powertrain,Reichweite der EV-Batterie um 12 Prozent gesunken im letzten Monat ohne Fahraenderung.,,,23
000820,powertrain,Check engine light comes on intermittently with code P0455.,engine,check engine,-1
000821,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000822,powertrain,AdBlue warning keeps appearing even after a full refill.,,,-1
000823,powertrain,Reichweite der EV-Batterie um 11 Prozent gesunken im letzten Monat ohne Fahraenderung.,,,23
000824,powertrain,"MOTOR GEHT IM LEERLAUF AUS, BESONDERS WENN DIE KLIMAANLAGE LAEUFT.",,,25
000825,powertrain,"Motor geht im Leerlauf aus, besonders wenn die Klimaanlage laeuft.",,,25
000826,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000827,powertrain,AdBlue warning keeps appearing even after a full refill.,,,-1
000828,powertrain,Charging port cover will not close properly after fast charging.,charging port,,41
000829,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000830,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000831,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000832,powertrain,"Coolant leak under the engine bay, losing about a liter per week.",engine,coolant leak,27
000833,powertrain,"Diesel particulate filter regeneration fails, warning message persists.",diesel particulate filter,,-1
000834,powertrain,"Dieselpartikelfilter-Regeneration schlaegt fehl, Warnmeldung verschwindet nicht.",,,20
000835,powertrain,TURBOCHARGER WHISTLING NOISE GETTING LOUDER OVER THE PAST 3 WEEKS.,turbocharger,noise,-1
000836,powertrain,Elektromotor macht ein kratzendes Geraeusch beim Beschleunigen.,,,-1
000837,powertrain,Charging port cover will not close properly after fast charging. contact me at <EMAIL>,charging port,,41
000838,powertrain,"Spark plug misfire on cylinder 8, engine runs rough.",spark plug,misfire,39
000839,powertrain,Oil leak from the valve cover gasket dripping onto the exhaust manifold. !!! please fix this asap,exhaust,oil leak,-1
000840,powertrain,Transmission shifts hard between 2nd and 3rd gear when cold.,transmission,shifts hard,3
000841,powertrain,Turbocharger whistling noise getting louder over the past 2 weeks. VIN: <VIN>,turbocharger,noise,-1
000842,powertrain,Turbocharger whistling noise getting louder over the past 7 weeks. !!! please fix this asap,turbocharger,noise,-1
000843,powertrain,Elektromotor macht ein kratzendes Geraeusch beim Beschleunigen.,,,-1
000844,powertrain,Transmission shifts hard between 2nd and 3rd gear when cold.,transmission,shifts hard,3
000845,powertrain,Electric motor produces a grinding noise during acceleration.,electric motor,grinding,-1
000846,powertrain,"Motor geht im Leerlauf aus, besonders wenn die Klimaanlage laeuft.",,,25
000847,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0300. !!! please fix this asap,,,43
000848,powertrain,Turbolader pfeift seit 10 Wochen immer lauter.,,,26
000849,powertrain,Reichweite der EV-Batterie um 25 Prozent gesunken im letzten Monat ohne Fahraenderung.,,,23
000850,powertrain,Charging port cover will not close properly after fast charging. !!! please fix this asap,charging port,,41
000851,powertrain,"Batterie ist ueber Nacht leer, musste diese Woche dreimal ueberbruecken.",,,2
000852,powertrain,"Kuehlmittelleck unter dem Motorraum, ungefaehr ein Liter pro Woche Verlust.",,,12
000853,powertrain,"Alternator failed at 30k km, dashboard lights all flickered before stalling.",alternator,,-1
000854,powertrain,Turbolader pfeift seit 7 Wochen immer lauter.,,,26
000855,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000856,powertrain,EV battery range dropped 19 percent in the last month with no driving change. contact me at <EMAIL>,ev battery,,-1
000857,powertrain,"Battery dies overnight, had to jump start three times this week.",battery,,-1
000858,powertrain,"Dieselpartikelfilter-Regeneration schlaegt fehl, Warnmeldung verschwindet nicht.",,,20
000859,powertrain,"Fuel injector clicking sound from cylinder 6, hesitation under load.",fuel injector,hesitation,-1
000860,powertrain,Turbocharger whistling noise getting louder over the past 2 weeks.,turbocharger,noise,-1
000861,powertrain,Transmission shifts hard between 2nd and 3rd gear when cold.,transmission,shifts hard,3
000862,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0300. !!! please fix this asap,,,43
000863,powertrain,Oil leak from the valve cover gasket dripping onto the exhaust manifold.,exhaust,oil leak,-1
000864,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000865,powertrain,Electric motor produces a grinding noise during acceleration.,electric motor,grinding,-1
000866,powertrain,"Diesel particulate filter regeneration fails, warning message persists.",diesel particulate filter,,-1
000867,powertrain,"Kuehlmittelleck unter dem Motorraum, ungefaehr ein Liter pro Woche Verlust.",,,12
000868,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000869,powertrain,"Kuehlmittelleck unter dem Motorraum, ungefaehr ein Liter pro Woche Verlust.",,,12
000870,powertrain,Turbocharger whistling noise getting louder over the past 7 weeks.,turbocharger,noise,-1
000871,powertrain,"COOLANT LEAK UNDER THE ENGINE BAY, LOSING ABOUT A LITER PER WEEK.",engine,coolant leak,27
000872,powertrain,Electric motor produces a grinding noise during acceleration.,electric motor,grinding,-1
000873,powertrain,"Spark plug misfire on cylinder 1, engine runs rough. VIN: <VIN>",spark plug,misfire,39
000874,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000875,powertrain,TRANSMISSION SHIFTS HARD BETWEEN 2ND AND 3RD GEAR WHEN COLD.,transmission,shifts hard,3
000876,powertrain,"Dieselpartikelfilter-Regeneration schlaegt fehl, Warnmeldung verschwindet nicht.",,,20
000877,powertrain,"Motor geht im Leerlauf aus, besonders wenn die Klimaanlage laeuft.",,,25
000878,powertrain,Turbolader pfeift seit 5 Wochen immer lauter.,,,26
000879,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0128.,,,43
000880,powertrain,Oil leak from the valve cover gasket dripping onto the exhaust manifold.,exhaust,oil leak,-1
000881,powertrain,AdBlue-Warnung bleibt auch nach vollstaendiger Befuellung bestehen.,,,38
000882,powertrain,"Alternator failed at 57k km, dashboard lights all flickered before stalling. VIN: <VIN>",alternator,,-1
000883,powertrain,Elektromotor macht ein kratzendes Geraeusch beim Beschleunigen. !!! please fix this asap,,,-1
000884,powertrain,"Kuehlmittelleck unter dem Motorraum, ungefaehr ein Liter pro Woche Verlust.",,,12
000885,powertrain,"Batterie ist ueber Nacht leer, musste diese Woche dreimal ueberbruecken.",,,2
000886,powertrain,EV battery range dropped 13 percent in the last month with no driving change.,ev battery,,-1
000887,powertrain,"Motor geht im Leerlauf aus, besonders wenn die Klimaanlage laeuft. contact me at <EMAIL>",,,25
000888,powertrain,"Kuehlmittelleck unter dem Motorraum, ungefaehr ein Liter pro Woche Verlust.",,,12
000889,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000890,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000891,powertrain,Check engine light comes on intermittently with code P0300.,engine,check engine,-1
000892,powertrain,EV battery range dropped 30 percent in the last month with no driving change.,ev battery,,-1
000893,powertrain,"Alternator failed at 70k km, dashboard lights all flickered before stalling.",alternator,,-1
000894,powertrain,Reichweite der EV-Batterie um 28 Prozent gesunken im letzten Monat ohne Fahraenderung. contact me at <EMAIL>,,,23
000895,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000896,powertrain,"Motor geht im Leerlauf aus, besonders wenn die Klimaanlage laeuft.",,,25
000897,powertrain,Elektromotor macht ein kratzendes Geraeusch beim Beschleunigen.,,,-1
000898,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0455.,,,43
000899,powertrain,Check engine light comes on intermittently with code P0128.,engine,check engine,-1
000900,powertrain,Transmission shifts hard between 2nd and 3rd gear when cold.,transmission,shifts hard,3
000901,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0420. contact me at <EMAIL>,,,43
000902,powertrain,AdBlue warning keeps appearing even after a full refill.,,,-1
000903,powertrain,"Spark plug misfire on cylinder 4, engine runs rough.",spark plug,misfire,39
000904,powertrain,"Engine stalls at idle when the AC is on, especially in traffic.",engine,stalls,6
000905,powertrain,Turbolader pfeift seit 7 Wochen immer lauter.,,,26
000906,powertrain,Charging port cover will not close properly after fast charging. !!! please fix this asap,charging port,,41
000907,powertrain,"Dieselpartikelfilter-Regeneration schlaegt fehl, Warnmeldung verschwindet nicht.",,,20
000908,powertrain,Reichweite der EV-Batterie um 17 Prozent gesunken im letzten Monat ohne Fahraenderung.,,,23
000909,powertrain,Turbolader pfeift seit 2 Wochen immer lauter.,,,26
000910,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000911,powertrain,Motorkontrollleuchte geht sporadisch an mit Fehlercode P0455.,,,43
000912,powertrain,ELECTRIC MOTOR PRODUCES A GRINDING NOISE DURING ACCELERATION.,electric motor,grinding,-1
000913,powertrain,AdBlue warning keeps appearing even after a full refill.,,,-1
000914,powertrain,"Batterie ist ueber Nacht leer, musste diese Woche dreimal ueberbruecken.",,,2
000915,powertrain,"Spark plug misfire on cylinder 1, engine runs rough.",spark plug,misfire,39
000916,powertrain,AdBlue-Warnung bleibt auch nach vollstaendiger Befuellung bestehen.,,,38
000917,powertrain,"Spark plug misfire on cylinder 2, engine runs rough.",spark plug,misfire,39
000918,powertrain,"Kuehlmittelleck unter dem Motorraum, ungefaehr ein Liter pro Woche Verlust.",,,12
000919,powertrain,Reichweite der EV-Batterie um 29 Prozent gesunken im letzten Monat ohne Fahraenderung.,,,23
000920,powertrain,AdBlue-Warnung bleibt auch nach vollstaendiger Befuellung bestehen.,,,38
000921,powertrain,"Dieselpartikelfilter-Regeneration schlaegt fehl, Warnmeldung verschwindet nicht. !!! please fix this asap",,,20
000922,powertrain,AdBlue-Warnung bleibt auch nach vollstaendiger Befuellung bestehen.,,,38
000923,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000924,powertrain,Charging port cover will not close properly after fast charging.,charging port,,41
000925,powertrain,"Dieselpartikelfilter-Regeneration schlaegt fehl, Warnmeldung verschwindet nicht.",,,20
000926,powertrain,TRANSMISSION SHIFTS HARD BETWEEN 2ND AND 3RD GEAR WHEN COLD.,transmission,shifts hard,3
000927,powertrain,"Spark plug misfire on cylinder 7, engine runs rough. contact me at <EMAIL>",spark plug,misfire,39
000928,powertrain,Reichweite der EV-Batterie um 25 Prozent gesunken im letzten Monat ohne Fahraenderung.,,,23
000929,powertrain,"Kuehlmittelleck unter dem Motorraum, ungefaehr ein Liter pro Woche Verlust.",,,12
000930,powertrain,Transmission shifts hard between 2nd and 3rd gear when cold.,transmission,shifts hard,3
000931,powertrain,Transmission shifts hard between 2nd and 3rd gear when cold.,transmission,shifts hard,3
000932,powertrain,"Kuehlmittelleck unter dem Motorraum, ungefaehr ein Liter pro Woche Verlust.",,,12
000933,powertrain,Oil leak from the valve cover gasket dripping onto the exhaust manifold.,exhaust,oil leak,-1
000934,powertrain,Reichweite der EV-Batterie um 29 Prozent gesunken im letzten Monat ohne Fahraenderung.,,,23
000935,powertrain,"Dieselpartikelfilter-Regeneration schlaegt fehl, Warnmeldung verschwindet nicht.",,,20
000936,powertrain,"BATTERIE IST UEBER NACHT LEER, MUSSTE DIESE WOCHE DREIMAL UEBERBRUECKEN.",,,2
000937,powertrain,Electric motor produces a grinding noise during acceleration.,electric motor,grinding,-1
000938,powertrain,"Coolant leak under the engine bay, losing about a liter per week. contact me at <EMAIL>",engine,coolant leak,27
000939,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000940,powertrain,Getriebe schaltet hart zwischen 2. und 3. Gang im kalten Zustand.,,,4
000941,powertrain,"SPARK PLUG MISFIRE ON CYLINDER 7, ENGINE RUNS ROUGH.",spark plug,misfire,39
000942,powertrain,Reichweite der EV-Batterie um 29 Prozent gesunken im letzten Monat ohne Fahraenderung. more info:,,,23
000943,powertrain,Turbolader pfeift seit 5 Wochen immer lauter.,,,26
000944,powertrain,"Diesel particulate filter regeneration fails, warning message persists. more info:",diesel particulate filter,,-1
000945,powertrain,Reichweite der EV-Batterie um 20 Prozent gesunken im letzten Monat ohne Fahraenderung.,,,23
000946,powertrain,Transmission shifts hard between 2nd and 3rd gear when cold.,transmission,shifts hard,3
000947,powertrain,AdBlue-Warnung bleibt auch nach vollstaendiger Befuellung bestehen. !!! please fix this asap,,,38
000948,powertrain,Charging port cover will not close properly after fast charging.,charging port,,41
000949,powertrain,Turbocharger whistling noise getting louder over the past 9 weeks.,turbocharger,noise,-1
000950,display_infotainment,"L'ecran tactile MBUX se fige pendant la navigation, redemarrage du vehicule necessaire.",mbux,,9
000951,display_infotainment,Apple CarPlay se deconnecte toutes les 15 minutes.,apple carplay,,36
000952,display_infotainment,Bluetooth-lyd afbrydes naar jeg modtager telefonopkald. !!! please fix this asap,,,32
000953,display_infotainment,Apple CarPlay se deconnecte toutes les 30 minutes. !!! please fix this asap,apple carplay,,36
000954,display_infotainment,La telecamera posteriore mostra un'immagine distorta con linee verdi.,,,1
000955,display_infotainment,Sprachassistent Hey Mercedes reagiert in lauter Umgebung nicht auf Befehle.,hey mercedes,,13
000956,display_infotainment,"Ekran dotykowy MBUX zawiesza sie podczas nawigacji, wymaga restartu pojazdu.",mbux,,46
000957,display_infotainment,Kamera cofania pokazuje znieksztalcony obraz z zielonymi liniami.,,,0
000958,display_infotainment,"Apple CarPlay disconnects every 5 minutes, very frustrating on long drives.",apple carplay,disconnects,-1
000959,display_infotainment,"Apple CarPlay disconnects every 20 minutes, very frustrating on long drives.",apple carplay,disconnects,-1
000960,display_infotainment,"MBUX dokunmatik ekran navigasyon sirasinda donuyor, araci yeniden baslatmak gerekiyor. VIN: <VIN>",mbux,,14
000961,display_infotainment,"MBUX-Touchscreen friert waehrend der Navigation ein, vollstaendiger Neustart noetig.",mbux,,29
000962,display_infotainment,"Instrument cluster shows wrong fuel level, jumps between half and full.",instrument cluster,,-1
000963,display_infotainment,Bluetooth-lyd afbrydes naar jeg modtager telefonopkald.,,,32
000964,display_infotainment,Dzwiek Bluetooth zanika podczas polaczen telefonicznych.,,,55
000965,display_infotainment,Apple CarPlay si disconnette ogni 30 minuti.,apple carplay,,37
000966,display_infotainment,Bluetooth ses telefon aramasi geldiginde kesiliyor.,,,35
000967,display_infotainment,La camera de recul affiche une image deformee avec des lignes vertes.,,,15
000968,display_infotainment,"Apple CarPlay afbrydes hvert 5. minut, meget irriterende.",apple carplay,,50
000969,display_infotainment,"Lo schermo touch MBUX si blocca durante la navigazione, richiede il riavvio del veicolo.",mbux,,24
000970,display_infotainment,La camera de recul affiche une image deformee avec des lignes vertes.,,,15
000971,display_infotainment,Head-up-Display flackert bei direktem Sonnenlicht.,,,31
000972,display_infotainment,"L'ecran tactile MBUX se fige pendant la navigation, redemarrage du vehicule necessaire.",mbux,,9
000973,display_infotainment,Bluetooth ses telefon aramasi geldiginde kesiliyor.,,,35
000974,display_infotainment,Telematics module loses cellular connection in tunnels and takes long to recover.,telematics module,,-1
000975,display_infotainment,Apple CarPlay si disconnette ogni 15 minuti.,apple carplay,,37
000976,display_infotainment,La telecamera posteriore mostra un'immagine distorta con linee verdi.,,,1
000977,display_infotainment,Apple CarPlay her 30 dakikada bir baglantisi kesiliyor.,apple carplay,,10
000978,display_infotainment,"MBUX touchscreen freezes during navigation, requires full vehicle restart. contact me at <EMAIL>",mbux,freezes,29
000979,display_infotainment,Apple CarPlay si disconnette ogni 30 minuti.,apple carplay,,37
